City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
inhambane,20,MZ,1555351200,83,-23.87,35.38,80.6,9.17
bubaque,0,GW,1555353430,88,11.28,-15.83,84.28,14.25
evensk,80,RU,1555353430,100,61.92,159.24,22.18,1.16
el estor,80,GT,1555353430,61,15.53,-89.34,82.39,3.62
nelson bay,75,AU,1555353141,100,-32.72,152.14,63.0,8.05
quatre cocos,75,MU,1555353240,83,-20.21,57.76,80.6,8.05
muzhi,80,RU,1555353431,86,65.4,64.7,21.01,18.95
torrington,90,US,1555353431,44,42.06,-104.18,64.4,8.05
kilcreggan,64,GB,1555353324,53,55.98,-4.83,52.0,19.46
bage,48,NG,1555353432,35,10.95,11.38,92.2,5.75
poum,75,MK,1555351200,66,41.28,20.71,48.2,8.05
alushta,24,UA,1555353433,100,44.68,34.41,46.57,12.12
nagato,0,JP,1555353328,66,34.35,131.14,51.8,2.24
luckenwalde,0,DE,1555353422,45,52.09,13.16,53.6,6.93
jinxiang,92,CN,1555353434,54,35.07,116.31,53.95,7.43
mahebourg,75,MU,1555353240,83,-20.41,57.7,80.6,8.05
jinja,8,UG,1555353434,93,0.44,33.21,68.08,4.29
ust-ordynskiy,75,RU,1555351200,92,52.8,104.75,28.4,4.47
margate,0,AU,1555353434,76,-43.03,147.26,57.99,6.93
lakes entrance,44,AU,1555353387,96,-37.88,147.99,53.01,5.41
tautira,20,PF,1555352543,74,-17.73,-149.15,84.2,2.24
porangatu,20,BR,1555353436,99,-13.44,-49.14,78.07,5.75
port blair,0,IN,1555353436,100,11.67,92.75,85.09,2.39
plouzane,100,FR,1555353424,81,48.38,-4.62,48.2,9.17
adrar,0,DZ,1555351200,14,27.87,-0.29,87.8,6.93
rockland,20,US,1555353431,77,42.13,-70.92,70.0,14.99
laem sing,12,TH,1555353140,66,12.48,102.07,88.0,4.97
hami,0,CN,1555353438,34,42.84,93.51,54.58,7.09
mugumu,92,TZ,1555353438,100,-1.84,34.67,60.16,2.51
weyburn,20,CA,1555353282,43,49.67,-103.85,55.0,21.0
caohai,92,CN,1555353439,97,26.87,104.28,48.19,3.74
la rioja,92,AR,1555353439,93,-29.41,-66.86,67.09,9.44
namatanai,36,PG,1555353439,100,-3.66,152.44,79.42,6.98
meiganga,56,CM,1555353439,69,6.52,14.29,75.73,2.51
talara,0,PE,1555351200,290,-4.58,-81.27,62.6,10.29
sur,0,OM,1555353440,93,22.57,59.53,76.9,8.66
lekoni,76,GA,1555353440,74,-1.58,14.26,79.96,2.84
vlasikha,0,RU,1555352779,33,55.68,37.19,46.0,8.95
moulins,0,FR,1555353099,44,46.57,3.33,59.0,9.17
matagami,0,NG,1555353442,75,9.67,8.4,79.15,0.83
santa marta,75,CO,1555353299,66,11.24,-74.21,90.0,9.17
ciro marina,20,IT,1555350600,76,39.37,17.13,53.6,12.75
suslovo,0,RU,1555353443,50,56.22,88.12,20.38,5.53
athens,1,US,1555353424,51,34.8,-86.97,64.99,9.17
cabra,20,ES,1555353424,49,37.47,-4.43,73.4,19.46
maningrida,0,AU,1555353444,81,-12.05,134.23,78.61,10.22
sayyan,80,YE,1555353444,40,15.17,44.32,67.54,5.08
baindur,0,IN,1555353445,100,13.87,74.63,84.64,7.2
viedma,0,AR,1555353445,35,-40.81,-62.99,70.33,6.98
takoradi,8,GH,1555353445,99,4.89,-1.75,82.12,5.19
kununurra,0,AU,1555351200,78,-15.77,128.74,75.2,3.18
ostrovnoy,88,RU,1555353446,92,68.05,39.51,33.88,28.12
seoul,1,KR,1555352400,86,37.57,126.98,46.4,1.12
varzea da palma,32,BR,1555353447,83,-17.6,-44.73,81.49,3.96
manicore,24,BR,1555353294,95,-5.81,-61.3,80.59,2.73
turbat,0,PK,1555353447,92,26.0,63.05,57.73,2.84
esik,90,KZ,1555351200,72,43.36,77.47,60.8,6.71
sindor,64,RU,1555353448,84,62.87,51.9,34.06,10.0
sharjah,0,AE,1555351200,61,25.36,55.39,77.0,5.82
dakar,0,SN,1555351200,78,14.69,-17.45,77.0,13.87
nuevitas,75,CU,1555350600,55,21.55,-77.27,89.6,5.82
eyl,0,SO,1555353449,100,7.98,49.82,80.23,6.76
morondava,0,MG,1555353449,80,-20.3,44.28,81.94,6.2
darnah,100,LY,1555353360,96,32.77,22.64,61.87,2.39
sosnovo-ozerskoye,12,RU,1555353450,65,52.53,111.54,13.63,5.19
sabha,0,LY,1555353293,26,27.03,14.43,67.09,5.41
ajdabiya,0,LY,1555353451,24,30.75,20.22,60.43,5.53
marsh harbour,24,BS,1555353222,89,26.54,-77.06,80.59,15.03
riviere-au-renard,90,CA,1555352220,90,49.0,-64.4,33.8,17.22
borogontsy,48,RU,1555353451,63,62.67,131.17,16.87,5.41
constitucion,75,MX,1555353017,15,23.99,-104.67,75.0,4.7
aguas formosas,36,BR,1555353452,85,-17.08,-40.94,77.8,4.41
sulangan,12,PH,1555353452,100,11.14,123.72,82.84,15.59
ust-uda,64,RU,1555353453,78,54.17,103.03,21.19,2.51
tenenkou,0,ML,1555353453,17,14.46,-4.91,97.15,5.75
ketchikan,75,US,1555350960,61,55.34,-131.65,46.4,16.11
taunton,20,US,1555353445,77,41.9,-71.09,70.0,14.99
alibag,20,IN,1555351200,79,18.64,72.88,84.2,5.82
stromness,75,CA,1555353434,84,42.87,-79.55,44.01,21.92
carlsbad,0,CZ,1555353323,34,50.23,12.87,51.8,6.93
cahors,76,FR,1555353076,36,44.45,1.44,62.01,5.01
rincon,1,US,1555353233,32,32.3,-81.24,73.99,16.11
alyangula,24,AU,1555351200,100,-13.85,136.42,71.6,2.24
waitati,8,NZ,1555353384,94,-45.75,170.57,48.99,8.99
aleksandrov gay,20,RU,1555353456,64,50.14,48.57,49.54,7.87
aljezur,12,PT,1555353431,78,37.31,-8.8,68.0,1.01
twin falls,75,US,1555353304,70,42.57,-114.46,53.01,4.29
dinghai,90,CN,1555351200,71,26.28,119.79,55.4,6.71
khammam,0,IN,1555353454,50,17.25,80.15,81.67,8.43
dembi dolo,80,ET,1555353458,86,8.53,34.8,69.97,3.18
tecoanapa,20,MX,1555350600,69,16.99,-99.26,82.4,6.93
carnduff,36,CA,1555353062,53,49.17,-101.8,53.01,8.99
garmsar,0,IR,1555353459,40,35.22,52.34,48.46,3.85
hobyo,0,SO,1555353459,92,5.35,48.53,80.68,7.99
jojoima,24,SL,1555353459,54,7.88,-10.79,90.76,4.41
vanimo,68,PG,1555353460,100,-2.67,141.3,82.93,18.16
salmon arm,64,CA,1555353361,80,50.7,-119.29,48.99,2.06
hwange,48,ZW,1555353460,52,-18.35,26.5,76.18,2.62
tulu bolo,88,ET,1555353460,74,8.66,38.21,57.55,3.06
faya,0,SA,1555351200,72,18.39,42.45,68.0,6.93
elliot lake,1,CA,1555351200,28,46.37,-82.65,46.4,14.99
kaeo,0,NZ,1555353185,87,-35.1,173.78,55.0,3.62
jacareacanga,36,BR,1555353462,84,-6.22,-57.76,81.76,2.95
bosaso,8,SO,1555353462,95,11.28,49.18,83.83,8.66
guymon,1,US,1555353214,14,36.68,-101.48,82.4,16.11
shache,0,CN,1555353463,48,38.42,77.24,56.74,5.41
pontal do parana,40,BR,1555353417,61,-25.67,-48.51,82.0,11.41
great bend,1,US,1555353094,48,38.36,-98.78,71.01,12.75
gulariya,36,IN,1555353464,61,28.2,81.35,73.75,2.06
grosseto,20,IT,1555353259,55,42.76,11.11,62.01,8.05
pachmarhi,76,IN,1555353465,53,22.47,78.44,76.09,3.18
kedrovyy,0,RU,1555351200,45,56.17,91.82,24.8,2.24
mayumba,24,GA,1555353465,95,-3.44,10.65,79.51,5.86
villa carlos paz,40,AR,1555351200,82,-31.42,-64.5,60.8,6.93
tripoli,75,GR,1555353110,87,37.51,22.37,57.0,4.7
tuy hoa,8,VN,1555353467,95,13.08,109.3,77.62,1.72
necochea,0,AR,1555353467,76,-38.55,-58.74,65.38,4.63
bartica,75,GY,1555351200,55,6.41,-58.62,89.6,16.11
siocon,0,PH,1555353468,100,11.03,124.04,80.32,10.67
lingao,36,CN,1555353468,96,19.91,109.69,76.36,6.87
kawalu,56,ID,1555353468,96,-7.38,108.21,69.43,1.95
ponta delgada,75,PT,1555353463,82,37.73,-25.67,60.8,31.09
salcininkai,0,LT,1555353450,47,54.3,25.38,39.0,3.36
kulhudhuffushi,0,MV,1555353469,100,6.62,73.07,86.62,3.06
gravdal,0,NO,1555353423,65,59.79,5.78,48.99,5.82
bodden town,20,KY,1555351204,70,19.28,-81.25,86.0,14.99
pierre,1,US,1555353258,75,44.37,-100.35,44.01,10.29
naze,68,NG,1555353471,69,5.43,7.07,84.46,5.41
xingyi,8,CN,1555353471,64,24.19,102.82,64.21,5.08
kobelyaky,92,UA,1555353471,94,49.15,34.2,52.06,13.47
wattegama,24,LK,1555353472,92,7.35,80.68,70.78,2.51
tarija,20,BO,1555351200,50,-21.53,-64.73,78.8,10.29
ayr,20,GB,1555353324,50,55.46,-4.63,53.6,13.87
ta khmau,40,KH,1555351200,70,11.48,104.95,86.0,4.7
lasa,40,CY,1555353004,72,34.92,32.53,62.6,6.93
haysville,1,US,1555353356,43,37.56,-97.35,72.0,18.34
orsha,24,BY,1555353477,74,54.51,30.43,40.27,10.0
juneau,90,US,1555353274,87,58.3,-134.42,43.0,9.17
vila franca do campo,75,PT,1555353463,82,37.72,-25.43,60.8,31.09
